indice_interno,clase,archivo,ruta,sha256,duplicado_exacto,tamano_grupo_duplicado
126,N,New_N_127.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_127.wav,a00380ee5b6f394be05468d186cbf03538a004e60f4509ab4173f3fa1659ddae,False,1
127,N,New_N_128.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_128.wav,ce6f17528d975b720efa06e5e2f6caaf730e8dd5e31e1cb7883cc539c7a8228d,False,1
128,N,New_N_129.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_129.wav,f281fdea3d8192e3fa3023ad78d34afba57857e910b99a1404cda1bbccfa4479,False,1
129,N,New_N_130.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_130.wav,9d9e7e329a443ccb4e2e31385531357760c2259e2793b1cf9e78b99046c55994,False,1
130,N,New_N_131.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_131.wav,707fa0c9713577fb9979949b792739117271ed5f76aca29f92706d22e10e88ef,False,1
131,N,New_N_132.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_132.wav,571cdf94f6c0c2cb2b87cf191842fd42a682faaf19d4955b7e21d770313c9d35,False,1
132,N,New_N_133.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_133.wav,54704aad780bcfad1774187cddc71c4596203d15b96bad9e97221d34244ae226,False,1
133,N,New_N_134.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_134.wav,a6be342f9ea91e739a482478a8ed41abd5657657e01d3df5010cf7ae9dde0602,False,1
134,N,New_N_135.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_135.wav,0373fab0f0a1fa8122bfde95b2fb82e5908c30ea46b29e11481887bdbe55e9a5,False,1
135,N,New_N_136.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_136.wav,cafe1d9a6b2c1fee20abd02aa56463103f71860e4dfa63778514474efaa4eaf1,False,1
136,N,New_N_137.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_137.wav,01364216c74f9e1a33aa924f1b53e8de64fa5f8cbd461ead0c2b48ae1b4d6fd8,False,1
137,N,New_N_138.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_138.wav,986deff83109c124801bba7efd2b5fb077c17b70044aa012bbc51d3d0b89ec6f,False,1
138,N,New_N_139.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_139.wav,e94db74ba59b074b6491014f7ae33005042209b58c6a56303ec09c30b66beabd,False,1
139,N,New_N_140.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_140.wav,31ed84b4159b0498beab76945feaf41fd0a7e5c5546c7377317fa68eefccb501,False,1
140,N,New_N_141.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_141.wav,b6ebdcdd8bff5e8257e9ddd3c553bcb8818042f75606d978753615de47ce9b79,False,1
141,N,New_N_142.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_142.wav,cc651c7cb24cb4acc5d11c937b9dfd9e23aaaee69ee14623d9af8f3c8b40763c,False,1
142,N,New_N_143.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_143.wav,17d0b82b7e20d830c2a3ab9154c824844c217f0c84b52d9562f21e39d6ce2ef7,False,1
143,N,New_N_144.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_144.wav,51a3ba07b84d02be2655ae01a0986cc9e1a4ac88302285662e860be146a2e1e0,False,1
144,N,New_N_145.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_145.wav,e2134fc589b199d638df8f6cfdc865d0db9be0bbc99962b4c88731a7944e12bc,False,1
145,N,New_N_146.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_146.wav,4fa811d99e1adb2d3cfbb51935fc1eea1c0df795b199ca8e9d75951d8a305657,False,1
146,N,New_N_147.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_147.wav,062db8ff47d8ec0f4f6d236522d6462c8eaffc030fc12e5426bb5055a5ab21fa,False,1
147,N,New_N_148.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_148.wav,5e563c46fd84ec07edd4ed04fbfb5a2fdf142b3f77c69e21fa96a81040fc339c,False,1
148,N,New_N_149.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_149.wav,9c0f891d8893b8984fbf27d4d04984b879fbbeb88231f3700f2e6e66d33e1a4b,False,1
149,N,New_N_150.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_150.wav,5fc0514c42568ba679e738787c53a2ae61894bb14221f437cbaa8e91b5315dfe,False,1
150,N,New_N_151.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_151.wav,1db6be18d3ab56ff3c20b2bfb6f95cfdd2181fc54a3b8bd04fa65120dbe9e2be,False,1
151,N,New_N_152.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_152.wav,51460d3bf305ad15a1410958147d32854b52242b7d1da379ddbf6a3ad5f1b205,False,1
152,N,New_N_153.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_153.wav,9297b940b6ff5187f87e20cf5847a2d27d81ba96e9e600ebd2dcb9d91be8cab3,False,1
153,N,New_N_154.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_154.wav,30e52380f53a81a6a8fe67da5fc5cf2bae735c1e452bdbeec634193fcc82e4a1,False,1
154,N,New_N_155.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_155.wav,e54b272d52dfae92361d2cf91447c0bb019c564de82ea6a77ec1129e6b101593,False,1
155,N,New_N_156.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_156.wav,36b13c3920e0cebe863550908dfc334f2901aa4a0ca50753cbbdaeb2391a230c,False,1
156,N,New_N_157.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_157.wav,e1abb36d37746b4ff4c5926a94d8d885d564838284d51abed14f11cae5f149ae,False,1
157,N,New_N_158.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_158.wav,1318da40e4e5b7a340b3a192fef3c4bb3ac292ee93b95102e242975a3e616823,False,1
158,N,New_N_159.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_159.wav,41e505b8cd56369beff196c08b0344aa67e5d13db9263cfdd1908e218bcafb48,False,1
159,N,New_N_160.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_160.wav,bf6acebaa13298df370cb1b29b7bbfe34a84362aba1888d0c98b1368f7176b84,False,1
160,N,New_N_161.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_161.wav,cefaf5b67336befca7e1adfd84a5eb480cc3e8e6a2266b759b50882c1faa76fa,False,1
161,N,New_N_162.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_162.wav,533b1d774c67ecb5041b57e50438e8d234718c341150cdaa3d716a34096ee7dd,False,1
162,N,New_N_163.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_163.wav,e1d4d90574a839abe52e1fdd47ce3f9bb68e8dd04f9b3de6748b436b108959e3,False,1
163,N,New_N_164.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_164.wav,ea4073cdf5df659c086e9925c54d1b6e4c66b209aaa5a97cb2403f648caf91db,False,1
164,N,New_N_165.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_165.wav,fe5364c4613c16af162c4807f93b40a497d6ca61222d70de4599802960989841,False,1
165,N,New_N_166.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_166.wav,442db2b8dcbf42e9dfb47f60ed24693819d9cf6db33a06b92ebfdeac71b45330,False,1
166,N,New_N_167.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_167.wav,01cd3657f330fa190dc2baaa048be2be7b3fbdb1592bb99879cdd0c0c01c7d22,False,1
167,N,New_N_168.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_168.wav,4deb8ad0c15964fc18b3d4172c78881260c44c8796a4a12de13c0e88eaebe125,False,1
168,N,New_N_169.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_169.wav,b6f10f707c732f3062ce2760f3f182db7b2a00db31db295dcbeea9d05a2cde38,False,1
169,N,New_N_170.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_170.wav,f013b2f6387cd5fbb3a6ae91c485741eb5cb24a39c3cfbc13180776191c739eb,False,1
170,N,New_N_171.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_171.wav,dc1d3b9368e00d310be559cee6a54a321c28eae049c9162f33ff3510bc835be0,False,1
171,N,New_N_172.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_172.wav,e4256140f536159eeb1e1be200636f046761805e15b075f7dc513284569cee50,False,1
172,N,New_N_173.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_173.wav,5e6e1877e0b2bd847c4b456b4fa54a99a63e218d77c60fe451f67e59d3474d08,False,1
173,N,New_N_174.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_174.wav,297372169653f5dc6c366b491f8d00857e01bfc2ef9299b047709dff5156bc24,False,1
174,N,New_N_175.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_175.wav,967b6790f941c361592fc4943b04853cd91a5d7136387986c27f90563cbd05b0,False,1
175,N,New_N_176.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_176.wav,1e8c3140d1df71ef94665cdbcd63930134f4192619880039ca271ce5ec14c63d,False,1
176,N,New_N_177.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_177.wav,bba2aab472414fc820c30ebdf5f78b81431b32af2915c9b9d101b781ca0f7ba9,False,1
177,N,New_N_178.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_178.wav,716fea04a51182679bcacb0a15469689b9e61840f9a80e8ebedba4a60a0633f9,False,1
178,N,New_N_179.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_179.wav,3cac0c548ee237aff81e89d9da21ba6de27113a5ea1e812375fe88e61bcc16ef,False,1
179,N,New_N_180.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_180.wav,c0e4deb007a51bbb0a9ecebc77f49ca162c5a2432bdb962480635d39ca34da72,False,1
180,N,New_N_181.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_181.wav,1d896be6bcab20493d17533fad2d50cf95da2027005a0c1cba14ca8e8be3bf7b,False,1
181,N,New_N_182.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_182.wav,ed0835eba535c28a372606ba123dee44c9cbeb28437b112f7160d4044480a49c,False,1
182,N,New_N_183.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_183.wav,1226c444a834d73c1b79823708aa020c36394e1e71932ed0f733163c2c7c9913,False,1
183,N,New_N_184.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_184.wav,f5016bae7375a018237c22e1e466434711c13b27fcf868c92facb74e60fa82a6,False,1
184,N,New_N_185.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_185.wav,4c8695a6a71bce4831fa6c4d28e0e7213ee26f79030d3498f034e5b8dade0fda,False,1
185,N,New_N_186.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_186.wav,4569b6c0f58ebf6fba0a7a0ad7bbf48c3f615cb61eb8e029c1f8549a4400303b,False,1
186,N,New_N_187.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_187.wav,40fa91d3f3375d1683cc397aa28e75ec9860a3e45e3f4c2d9c395d7b96f16887,False,1
187,N,New_N_188.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_188.wav,f7558c592ced7b8a754f9a373dcc3020af7ce9698dd4d92f11f45ccccbf404f9,False,1
188,N,New_N_189.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_189.wav,f635c988e213636269a2419788c53687b3f0786aae155e491785e0c8b53b994c,False,1
189,N,New_N_190.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_190.wav,a99a6ee34f06489a1d2f321ca899c23b50e2e0a389a641f83254f0a06a82dff5,False,1
190,N,New_N_191.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_191.wav,15ed541eb7d175475c4d319b49dedfce6ade3382f75302181a12fa39429009d8,False,1
191,N,New_N_192.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_192.wav,fd0ddacdc779633b7a362344726929c6bde19b6a3bb32552505c6c664c0f75a9,False,1
192,N,New_N_193.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_193.wav,e9e47509d358b6903f55379670191bd8ce5c837fb394a8e93d92a91f645b33d1,False,1
193,N,New_N_194.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_194.wav,b7fd8e42de44ad03b6c955781c737f5291f5625c60533e1cc531944ef2887508,False,1
194,N,New_N_195.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_195.wav,4babf4ffa09620028b31b018ed5e8db0b55465b44363c0c87fc40280cc0a4566,False,1
195,N,New_N_196.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_196.wav,35ae66d8053cd261f5bb3383f274d90aee459c50a05a7ebdf51d570fd2c498bb,False,1
196,N,New_N_197.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_197.wav,5868e286576aa72cba5511d69fa9278713563c294de7b35134d701a837a3e524,False,1
197,N,New_N_198.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_198.wav,9b803aa20f3aaedfdb3ac02b84b383e4f8b59f212ad01f3deb6aebb2ce459f93,False,1
198,N,New_N_199.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_199.wav,74b44eff9196df4f756fc04ca707f980ac8d8d2379803bff21de603e11494f67,False,1
199,N,New_N_200.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\N_New_3주기\New_N_200.wav,afa0faa1c94ddadefd36bd32666164b5c9d367ff259a1a3c9299390f9c6025e9,False,1
200,AS,New_AS_001.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_001.wav,bcf99c26e2f6dd3fc47b9fddefef45aa93af28cab3d14034d77678e1e0346300,False,1
201,AS,New_AS_002.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_002.wav,01e4c61760fae276f17dea0c74b007674937269686165a896200c4cecfc17258,False,1
202,AS,New_AS_003.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_003.wav,66127e74346f95cca4fe8570404db126c38f163a9194c69690f9ea2615aede79,False,1
203,AS,New_AS_004.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_004.wav,c9069c5e89c33d662a75131fc2424fee0ade636c58ebb1446299b91f24e4188c,False,1
204,AS,New_AS_005.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_005.wav,ed1d3ca59b12ad16bc48647caf4b50a788650de958fd59b1ee04cf926f7da8fb,False,1
205,AS,New_AS_006.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_006.wav,17f9e58011b76e16bb24fd95bd2bd906cd6746455cdee8ae9bdc65d044f6c74c,False,1
206,AS,New_AS_007.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_007.wav,ba44d445d2bc31ac2b52957ae23bb3e3814aba1a1803a7943f58e45e9cbcf91e,False,1
207,AS,New_AS_008.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_008.wav,dcedd8d46f8621077d91135701a35ab4f779774651def78be072a413f3e6733d,False,1
208,AS,New_AS_009.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_009.wav,5d5a592ce6bc208d5058bdeddfb16b877289ced267f4ce7f1409267c91f8d5d6,False,1
209,AS,New_AS_010.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_010.wav,5c5d56f59b5d926619d28a0538bf81dd9fedf1bc66febecdd409bcf321a81402,False,1
210,AS,New_AS_011.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_011.wav,2123f93fce526f849b9a45fb42ab58fe3e3db45b483d6aa49d1ffdf8d6fb233e,False,1
211,AS,New_AS_012.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_012.wav,cf017dc50fd2b97cf7f0e21795bdb265568f2b00a0c8e6a26e7ae67a77ab7368,False,1
212,AS,New_AS_013.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_013.wav,8734782f95848ce83c332444f0dfdafcf1795882d84364dafa574a1ede88a725,False,1
213,AS,New_AS_014.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_014.wav,71661e25b5c59c82f833ebbeb37652660a7cdba4b592eae3e095529ba3151fcc,False,1
214,AS,New_AS_015.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_015.wav,ee08681b299b59f0cfd9d24e9ac4ff3184b92d9bc9c0124ced42dcfceea748f1,False,1
215,AS,New_AS_016.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_016.wav,15412b0a95cd8130e9015c1aa1739fe36e9db18c26000941a31c10eb2645b8dc,False,1
216,AS,New_AS_017.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_017.wav,2a05203690606c2588d9139497e55fc9f152f6d095ac0f46d95200c981c8053e,False,1
217,AS,New_AS_018.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_018.wav,984e0394f390241cbb29fbcb4b8cbb2692b75b9d57aba031fe905d8098ec2898,False,1
218,AS,New_AS_019.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_019.wav,8a7ede59c6ce816ea46c5546aca7a15c82fc1578f9f122a28f5ea258a1579f8b,False,1
219,AS,New_AS_020.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_020.wav,eeb9b478cd014bc170889d54c7e44e365dd3c8689bc0aff1d76a8844482110db,False,1
220,AS,New_AS_021.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_021.wav,4ea382ab8b4c778b93226b830ff38637bda20b2194a78f082c91e007fb9a170f,False,1
221,AS,New_AS_022.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_022.wav,0776bce38c748bdec5f978b148bbaf5200ecd1f71ab366a0d68291f1777af8a9,False,1
222,AS,New_AS_023.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_023.wav,745415d5d5fc1470cba2038de14b720f308de3b931b1c391f2d67a4b2c3de60a,False,1
223,AS,New_AS_024.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_024.wav,1537a6ac4eb98d21a20bf932999c36a59c3e34b93057b645376f52c8dcb7e8ce,False,1
224,AS,New_AS_025.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_025.wav,5795862c4d1ee5cf15d1413190e218f97db3c41c1b3d36c695a38c1eeaabf328,False,1
225,AS,New_AS_026.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_026.wav,b962207fae23172463802c9d3029cc4424fc831c6b921df704ee113281736907,False,1
226,AS,New_AS_027.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_027.wav,6c42dc0c5d686b24d88dd63e0308f2b3190d3486a52aab9695812ed95982f83a,False,1
227,AS,New_AS_028.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_028.wav,e8121d59357a4830d98eb68569d871b29e5a134e8c4c546aa82b3cb67cb36165,False,1
228,AS,New_AS_029.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_029.wav,e0b96a714e3f32e900064ed7e1585cf0873e590404cffc01bad2b201971517c3,False,1
229,AS,New_AS_030.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_030.wav,74bbe5b707d8cf58b79b816b7efe7e9be7203e1532ca9ba44ab188d50c328e82,False,1
230,AS,New_AS_031.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_031.wav,954e95f148921e1d998354ebe8c6057b1b94990d799a22b4a4b4d4c7a3b0a879,False,1
231,AS,New_AS_032.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_032.wav,a65eabcb43f17c1c8f5e649b2a51a5b7d6b1bea59987ca9d87e4fde7aeb7c17a,False,1
232,AS,New_AS_033.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_033.wav,0a85e4d5c70179597fd3f9fd968b509a6c5b6d2061758e24378ac2d55c48c63b,False,1
233,AS,New_AS_034.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_034.wav,8ea8d4aeec7c74c93c7ff41f848e2d163afc61b88241bb8c6cce62cfb29b3d89,False,1
234,AS,New_AS_035.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_035.wav,5f1ba938959f8d253d4b35ea33c54db123d10913b124f193b431244a101d9138,False,1
235,AS,New_AS_036.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_036.wav,301763aed888d9d63150de79b6a212cceac4cc619c0154c7541b2b85be406158,False,1
236,AS,New_AS_037.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_037.wav,d7bbec5d8c8bd313d60b95e39f1899b50d41fe9378958cbd8bff2dc97e1b02e2,False,1
237,AS,New_AS_038.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_038.wav,e882d3bfcbb7d2dbc216fd996d6f8f454755fe5e8999758f9b2c7dc5b18d1f36,False,1
238,AS,New_AS_039.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_039.wav,2af60062ee9442cfb4b5b770ca2ae1074e1d72d6275f56f29e9440a8e5680407,False,1
239,AS,New_AS_040.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_040.wav,67d0e3f1a7df4f536c096d2c71ceb5f0f8572ffbf46456b1b0e957cb958be781,False,1
240,AS,New_AS_041.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_041.wav,59ce15501c7ff5256c299f98cc14c0a95e032138a8112189d9f42c04e5d0fd39,False,1
241,AS,New_AS_042.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_042.wav,6278dabf12b1b7de13c0ade19a8ced386b7930afe6077fdbde028c7545736ad1,False,1
242,AS,New_AS_043.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_043.wav,da4af6f8b4adfcfc74a49fc2526e11c466c8ed256eb47249889379ee21ef9af6,False,1
243,AS,New_AS_044.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_044.wav,44f7a24795088ee8bd85389a50b3954d1af562f257f179100e92b09e409aa318,False,1
244,AS,New_AS_045.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_045.wav,6d237590dabae752dd5e920928a3c02ca9906036a1e7416d964ea4d7c212fe94,False,1
245,AS,New_AS_046.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_046.wav,1cb316d4ad6bfbd9adf55236c6c628de21c7e786811bed13fdf0cc18044626b2,False,1
246,AS,New_AS_047.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_047.wav,4586c87c4393e1e522f2f8df931d11539c148d49f38c3b7a5bc044fffc253be4,False,1
247,AS,New_AS_048.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_048.wav,99f8355d6b27d48e697212f08862c356d3a7b23c7dc0a2ee9fcfbc9df069b9f0,False,1
248,AS,New_AS_049.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_049.wav,d7ab54e94e90803d93aa291a9f6c25ac303631f099bee24c15b09066e1a90e7c,False,1
249,AS,New_AS_050.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_050.wav,b81bc67c50e7513810e3550d2cdafe97da9c12804e012534a26f5572b86abeea,False,1
250,AS,New_AS_051.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Bases de Datos\AS_New_3주기\New_AS_051.wav,f364733bf80f98926e3c787bded1cd292af8c4b5d5dfac9c1935d5807753447c,False,1
