clase,archivo,ruta,duracion_s,error_vs_N,error_vs_AS,error_vs_MR,error_vs_MS,error_vs_MVP,afinidad_N,afinidad_AS,afinidad_MR,afinidad_MS,afinidad_MVP
AS,New_AS_052.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_052.wav,2.917875,0.28863036300888506,0.17548298527604259,0.17018176058881335,0.17580295777316587,0.17271761646832665,0.09053386000689781,0.2238336061912027,0.23353051266926067,0.22326137411446517,0.22884064701817353
AS,New_AS_053.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_053.wav,2.939375,0.2642099426849304,0.1659747363507449,0.13627588088778403,0.13575565139776893,0.12904413066627712,0.08532264753065749,0.18722696067880557,0.2374393964563738,0.23842963945050624,0.251581355883657
AS,New_AS_054.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_054.wav,2.914375,0.2606430685804953,0.14663698726935062,0.14390674228593708,0.14061724758558805,0.1458481621606306,0.08967629374573866,0.22324171335873738,0.228171390828985,0.2342556448383624,0.22465495722817672
AS,New_AS_055.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_055.wav,2.94775,0.3393370598577055,0.17922630993113745,0.1915559561333984,0.17968932009928928,0.17607574858312358,0.06605124618258691,0.23777310948117747,0.21543941386233065,0.23689400767936902,0.243842222794536
AS,New_AS_056.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_056.wav,2.91025,0.3034240906514797,0.1800409863863531,0.16747855659489808,0.1681986939111737,0.16070423568300066,0.078538233822626,0.2107453210900066,0.2330259530243956,0.23168732722892094,0.2460031648340508
AS,New_AS_057.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_057.wav,2.923875,0.295770966484091,0.13778494889714926,0.14604660650079895,0.14814482790518552,0.14744124593143343,0.0695136349409613,0.24601956375391618,0.23028502927532596,0.22645177948701878,0.2277299925427778
AS,New_AS_058.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_058.wav,2.89175,0.2689090796113721,0.13657324154283623,0.13559164719393152,0.13779092903080675,0.14133386925417263,0.08053220003212354,0.2321407362221614,0.2339708568403597,0.22989031629180742,0.22346589061354794
AS,New_AS_059.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_059.wav,2.927625,0.29307825962687417,0.18004197641782382,0.16779301288893111,0.17351659458724683,0.16203583896178694,0.08583592433281731,0.21203002310274333,0.23385928569284134,0.22339263932890654,0.2448821275426916
AS,New_AS_060.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_060.wav,2.924,0.3053812062722606,0.1960732360866532,0.20327307916442314,0.20400260058538391,0.19782867672360444,0.09732020836360067,0.23333388727614626,0.22027387881150706,0.2189920667825727,0.23007995876617324
AS,New_AS_061.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_061.wav,2.96025,0.2570298936481622,0.14044905358447193,0.1234417638632834,0.12221426243043665,0.12758606745915607,0.08190122877192857,0.20812954838047013,0.23846416139408466,0.24081741778393642,0.23068764366958017
AS,New_AS_062.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_062.wav,2.9135,0.2716119860231226,0.13215261531829642,0.1155077237406303,0.11802007576957649,0.1185799184655984,0.069655128453951,0.2125614865412166,0.24283699786040147,0.23800498321496916,0.2369414039294619
AS,New_AS_063.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_063.wav,2.918375,0.2691921825387425,0.20085936063140825,0.18116130133968386,0.18022277707371098,0.16743049145163633,0.11056449587992025,0.19099774067825864,0.2235971674799458,0.22528229664194185,0.24955829931993354
AS,New_AS_064.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_064.wav,2.916,0.30480221053481343,0.19110149335073712,0.18979540363054032,0.18932788351642263,0.18102213405606124,0.08925795940892786,0.22165815111081164,0.22398633666646875,0.22482565021334672,0.240271902600445
AS,New_AS_065.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_065.wav,2.961,0.2735374986839026,0.12776744195053263,0.12415615764008305,0.11065264897521297,0.1127747783009693,0.06750993559108123,0.21668295208267085,0.2230342861824698,0.24847781817070824,0.24429500797306997
AS,New_AS_066.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_066.wav,2.91075,0.29008353440218354,0.16750175308581208,0.17535287786209836,0.17718170449581272,0.17248519635472545,0.08928883870124826,0.23806190480044317,0.22356936991832468,0.2203222247570819,0.2287576618229019
AS,New_AS_067.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_067.wav,2.940875,0.2793854957080813,0.15248214063088247,0.14369327384580383,0.13966719060189361,0.13771714043851407,0.07760955827785458,0.2142015585016404,0.22980436687830735,0.23732654840098344,0.24105796794121412
AS,New_AS_068.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_068.wav,2.902875,0.26807996286546715,0.16403194778582564,0.1586414849127694,0.15767101588217772,0.1457717925376264,0.09278110069517652,0.2132845273332584,0.22268334535917023,0.22441893229723783,0.24683209431515696
AS,New_AS_069.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_069.wav,2.961125,0.252160266343455,0.13576994305457757,0.13784765184170608,0.12232872145665061,0.1281033520227296,0.08653406488096045,0.2195677270442223,0.21594830839978785,0.24449393653528959,0.23345596313973976
AS,New_AS_070.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_070.wav,2.90675,0.24653438599574912,0.13840236895007524,0.11028553325902786,0.11638885057277326,0.11568963638153208,0.08312344153591178,0.19742976221335024,0.24722962787227334,0.23544822402014437,0.23676894435832027
AS,New_AS_071.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_071.wav,2.94775,0.2740576994404277,0.1347619891635677,0.13634388920892032,0.13312906189685728,0.13632975984393336,0.07602076506974449,0.23168349853034534,0.2287699719513253,0.23472993204026563,0.2287958324083192
AS,New_AS_072.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_072.wav,2.916875,0.24982649890094236,0.13744321606819165,0.137311810060712,0.13445474964828746,0.13479535438965792,0.0913752750780145,0.22453715422647577,0.22477332258823418,0.22997001308141313,0.22934423502586238
AS,New_AS_073.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_073.wav,2.9415,0.2977720942313487,0.13628917939103147,0.14211568563230897,0.136896026657094,0.1374683524358669,0.0651860954626263,0.23724882980197967,0.22644395051523625,0.23609983069662463,0.235021293523533
AS,New_AS_074.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_074.wav,2.912125,0.32247852027110135,0.18141452690901216,0.18312432377020074,0.18574687466343126,0.18260233988873018,0.07582828876834102,0.2343892916730875,0.23120505431452637,0.22640480976205818,0.232172555481987
AS,New_AS_075.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_075.wav,2.941625,0.23885440036198438,0.13151687271471688,0.12666823772373287,0.11321181157422097,0.10419105881976976,0.08708845882011175,0.20553669681880143,0.21366591947495242,0.23795107384181907,0.25575785104431537
AS,New_AS_076.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_076.wav,2.92125,0.2290921378866927,0.13447017536235167,0.1378697698976833,0.1286649922393203,0.13464803857191962,0.10451081087312486,0.2227981533358411,0.21682042216287226,0.23338925561104673,0.22248135801711497
AS,New_AS_077.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_077.wav,2.613625,0.3128167298209084,0.12188146882332018,0.12216357247365764,0.11730604842433152,0.12377837267330959,0.05123415290830683,0.23601336779916487,0.23548132652744722,0.24481230375938318,0.23245884900569788
AS,New_AS_078.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_078.wav,2.605125,0.3160159232007702,0.1294834479696921,0.1294126636099538,0.12065488242769375,0.12540604158045807,0.0519104051283617,0.2308525179274678,0.23098328092927872,0.24774688015862445,0.23850691585626738
AS,New_AS_079.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_079.wav,2.613,0.307688927533903,0.12580176662549183,0.12342941948178422,0.11669671393296227,0.12378152146931568,0.053719317765966064,0.23018192143254412,0.23459221139931813,0.24757421126693607,0.23393233813523556
AS,New_AS_080.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_080.wav,2.6305,0.306146165746966,0.12565761634873118,0.12133291457103096,0.11438390885564538,0.12431807298872323,0.0539268770383193,0.2285002707349122,0.23654418267154156,0.25006654316728993,0.23096212638793714
AS,New_AS_081.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_081.wav,2.589375,0.3124704262473534,0.12960930230429182,0.12569455272114588,0.11857269709117985,0.1281986465894432,0.05302595666872623,0.22898821370109285,0.23627314512083755,0.2501256459427703,0.2315870385665731
AS,New_AS_082.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_082.wav,2.615375,0.32974260581345166,0.12092608959928498,0.1206277235717586,0.11823705678681867,0.1251435448106623,0.045020862340929106,0.23928567227270106,0.2398575121954642,0.24448901564704995,0.23134693754385566
AS,New_AS_083.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_083.wav,2.63825,0.3178434572030432,0.13270836006181558,0.12770983596692945,0.12357987399442555,0.1347141170447565,0.052539295656505156,0.23105185259601585,0.2404784181756648,0.24855646522829405,0.22737396834352014
AS,New_AS_084.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_084.wav,2.612,0.3212929908583082,0.13594777082192194,0.1300714388949536,0.12752710810098664,0.13433023232620772,0.05209212954968865,0.22947076444197348,0.24051592143544848,0.24546170200879303,0.23245948256409638
AS,New_AS_085.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_085.wav,2.618375,0.3055997833950333,0.12464926426748814,0.12039503904614983,0.11489195262136044,0.128598836398393,0.054430993817456357,0.2314902796134468,0.2395043754304189,0.2502840260296496,0.22429032510902838
AS,New_AS_086.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_086.wav,2.6085,0.30954528849401447,0.12900709297802973,0.1255629796399221,0.12098259720223462,0.12866060742066954,0.05444588996429458,0.23079108973975968,0.23723846924771771,0.24609284763019199,0.23143170341803598
AS,New_AS_087.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_087.wav,2.603625,0.3138366919774881,0.12021226482473533,0.12050578068132414,0.11448169959430152,0.11894557476220066,0.04978924694335808,0.2343450151324453,0.23379538885826012,0.2453385209340454,0.2367318281318911
AS,New_AS_088.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_088.wav,2.61,0.3291757131166951,0.1260051636221198,0.12356893574419607,0.11603215476326803,0.12180920878569851,0.04542063651145662,0.2307490938593291,0.23529046436154058,0.24991353981592487,0.23862626545174892
AS,New_AS_089.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_089.wav,2.6335,0.3120663182287274,0.11767259819222228,0.11674132984164617,0.10705905608781591,0.11518877380752117,0.04879640134870258,0.23108978798532076,0.23281787007042226,0.2515683355126616,0.23572760508289273
AS,New_AS_090.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_090.wav,2.604125,0.29655720687651804,0.12423758420730827,0.12291186742783852,0.1125866873668059,0.11956898631411449,0.057281015153393566,0.227358081578577,0.2297822130929752,0.24956849366470557,0.2360101965103486
AS,New_AS_091.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_091.wav,2.614875,0.3275664903562531,0.1349529179677804,0.13057303202509088,0.12738247172673728,0.12839353986019253,0.04905603714899786,0.22903431490481455,0.23720172195779965,0.24333410312643003,0.2413738228619579
AS,New_AS_092.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_092.wav,2.635,0.31890389598184715,0.12977682575571967,0.1251722829282293,0.12167374892612884,0.12384007756945924,0.05036027396665531,0.22865611899143706,0.2372360302449765,0.24396964840448906,0.23977792839244205
AS,New_AS_093.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_093.wav,2.579625,0.30750619172509,0.12957096844511984,0.12416610288651907,0.11987363040780484,0.12918901144746972,0.055135162738672375,0.22889639122024258,0.23901071547618807,0.2473608410218498,0.22959688954304702
AS,New_AS_094.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_094.wav,2.604375,0.32049216082729515,0.12405168556545611,0.12460508472948516,0.12045235084830103,0.12766400930833827,0.04941162361782552,0.23786647683024578,0.2368157236148559,0.2448153302519169,0.23109084568515592
AS,New_AS_095.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_095.wav,2.63025,0.3058602296184409,0.128455295547562,0.13469501705956788,0.1220846825416739,0.13443340530018463,0.057611308946787836,0.2381637248924263,0.22656697232767134,0.25061634428014223,0.22704164955297243
AS,New_AS_096.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_096.wav,2.604875,0.3089305326729267,0.12984993829647903,0.1283451995011819,0.12329945414999113,0.12781059462619399,0.05523600634592229,0.23142591125366246,0.23422863122938686,0.24387691656036783,0.23523253461066054
AS,New_AS_097.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_097.wav,2.621625,0.3254077437867001,0.12834946824166804,0.1242643598974073,0.11979677699706859,0.12438411591961289,0.04759510634550433,0.2302570175074648,0.2379063286738455,0.2465630353769223,0.23767851209626312
AS,New_AS_098.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_098.wav,2.626625,0.3139002422303849,0.12857695514659262,0.1196404033315889,0.11697594339690036,0.11872828542553879,0.050676358517810834,0.223194992917746,0.23973597451927214,0.24490096175620285,0.24149171228896804
AS,New_AS_099.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_099.wav,2.600125,0.3034497743973144,0.1271521609507755,0.12102383138145341,0.1164199077089623,0.12775636353097683,0.05573033919093076,0.22835594992627647,0.2398304539970436,0.24882842964412738,0.22725482724162177
AS,New_AS_100.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_100.wav,3.117875,0.3299359883182091,0.1300308440063823,0.12930392995444823,0.12630799612398608,0.13149263809034012,0.04780561423840012,0.23660314401774124,0.23798307369091454,0.24375582885427877,0.23385233919866533
AS,New_AS_101.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_101.wav,2.59075,0.31067476675973826,0.11896462003319079,0.12112997497509677,0.11526667156189847,0.12356476139203848,0.051459058152466694,0.2385234618391465,0.23442714057735728,0.24568525505782005,0.22990508437320956
AS,New_AS_102.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_102.wav,2.601875,0.31477376311410055,0.12967044541491746,0.12168139528789512,0.12148283836120082,0.12751767017601445,0.05194676386744806,0.2283880061632124,0.24346138943444462,0.24384842430892384,0.23235541622597117
AS,New_AS_103.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_103.wav,2.61425,0.31929135558422406,0.12918272275267148,0.1286239358005883,0.12216125446985315,0.12971024900447795,0.05109746457058799,0.23383224150790122,0.23487988063582182,0.24734291357496935,0.2328474997107196
AS,New_AS_104.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_104.wav,2.631125,0.30493213367592115,0.124144723870608,0.11696297043157239,0.11155806999601059,0.11817619953641056,0.05291475195440909,0.22474837506384637,0.23803922496431779,0.2485576161385432,0.2357400318788835
AS,New_AS_105.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_105.wav,2.604375,0.3188883546594345,0.12842387183547976,0.1245034447543057,0.12444762875752219,0.12717710510674016,0.050767774314228124,0.23298583366330533,0.2404088627443229,0.2405162359975968,0.23532129328054696
AS,New_AS_106.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_106.wav,2.59725,0.32721998063501,0.12524016990188788,0.12786932363673265,0.12469768582818413,0.12751466755837637,0.04772168106572564,0.24014053396849164,0.2351423511421377,0.24118497802729422,0.23581045579635074
AS,New_AS_107.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_107.wav,2.62825,0.3193384411049626,0.117239708832847,0.12010657594692895,0.11238543464224224,0.12170121578475135,0.0474919064936449,0.2392117552981769,0.233787884597192,0.24868408565094405,0.2308243679600421
AS,New_AS_108.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_108.wav,2.608375,0.3085623927644909,0.12964615758316722,0.12111027794076286,0.11818613562652348,0.12651096009886983,0.05393517417551237,0.22567879530953439,0.24162809964413273,0.2473471719676064,0.23141075890321416
AS,New_AS_109.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_109.wav,2.629625,0.2944141741744269,0.12464035285804108,0.11950925740740283,0.11226621229146647,0.1214453880520066,0.058055312099942386,0.22578580481019436,0.23524688735040789,0.2492807840819181,0.23163121165753722
AS,New_AS_110.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_110.wav,2.62625,0.31455415420891,0.12611700017592606,0.1182722818508687,0.11734715989545198,0.12191909635714125,0.05041209020264205,0.22763153873555061,0.24237497493457114,0.24417544060361301,0.23540595552362317
AS,New_AS_111.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_111.wav,2.4105,0.31045957894213133,0.12318255555364815,0.1312174797333365,0.11498367927435343,0.1203448640717555,0.05256993189665737,0.23518219378429808,0.22054044740799408,0.251125174169919,0.24058225274113154
AS,New_AS_112.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_112.wav,2.4205,0.31118253275903573,0.12083171383801047,0.12888131073426354,0.1131475396145193,0.11564416729249864,0.051178818235496026,0.234658740695829,0.2200237546720836,0.24953662182038566,0.24460206457620567
AS,New_AS_113.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_113.wav,2.410125,0.29799600630506495,0.1289440136728948,0.13191090280978082,0.12037828409989061,0.11651435942630008,0.058634328162677184,0.22672464667518089,0.22140667256028967,0.2428058390086653,0.2504285135931869
AS,New_AS_114.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_114.wav,2.416375,0.30599847061028423,0.13018135584084412,0.1341656510179864,0.11941081339761782,0.11615371791193702,0.05539802444783092,0.22612339627541095,0.219029514484019,0.2464712098773762,0.25297785491536284
AS,New_AS_115.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_115.wav,2.639875,0.30802039554824207,0.13054374233188087,0.12159028786036845,0.11751876710939323,0.1261606863831854,0.05418758665103808,0.22413870508933967,0.24078218186964478,0.24875410567949865,0.23213742071047885
AS,New_AS_116.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_116.wav,2.6155,0.3293660735195286,0.12584643399040552,0.12487804828850962,0.11859783058815083,0.13241398109874788,0.04659629998130948,0.23738380334260867,0.23922997799376836,0.25155636554077976,0.22523355314153382
AS,New_AS_117.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_117.wav,2.608,0.31316703194644013,0.11781658350189965,0.11984235897880159,0.10802184154336229,0.11679638997214632,0.04892344406652475,0.23347156628867433,0.2297183731516641,0.25250176368433763,0.23538485280879912
AS,New_AS_118.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_118.wav,2.614875,0.3116141212860492,0.12254761363846038,0.11933563444618518,0.11289440957446044,0.12347031232368598,0.05101538206838306,0.2315183781457875,0.23754452774706036,0.250106015538202,0.22981569650056702
AS,New_AS_119.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_119.wav,2.62375,0.3146843697899432,0.12933352485479702,0.1270846858557699,0.12274546971519884,0.12536895742837226,0.05240675624656022,0.23086711344015218,0.23505816413854855,0.24336119030234402,0.23830677587239496
AS,New_AS_120.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_120.wav,2.629625,0.3147055585191893,0.13027243504025773,0.12626610045480668,0.12210417989214,0.12278146214185764,0.05208308553761276,0.22776291241328114,0.23518111202281158,0.24314337046602438,0.24182951956027016
AS,New_AS_121.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_121.wav,2.63,0.30923633278471896,0.12553346729957457,0.12160116967578222,0.1165520789545512,0.12385798981499858,0.052876853924129975,0.22988716992838967,0.23723400194820476,0.2470126944367279,0.23298927976254774
AS,New_AS_122.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_122.wav,2.5995,0.3213168055235814,0.12555331126534996,0.12501592240556036,0.12381801142793984,0.13061410396754347,0.04987657568276677,0.23880789005734573,0.23983676168726376,0.24214623490280357,0.22933253766982015
AS,New_AS_123.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_123.wav,2.6185,0.3368438448817782,0.12875770441262954,0.12835973148705984,0.1255855570730177,0.13390005578626876,0.045298445075892924,0.23935835699825989,0.24012163657669355,0.2455103264627011,0.22971123488645254
AS,New_AS_124.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_124.wav,2.610875,0.3070082965167692,0.12394750549291064,0.12277925347211668,0.11458990474339983,0.1203562833556255,0.05317963615357399,0.23001899033569767,0.23217882875890872,0.24789931558539757,0.23672322916642205
AS,New_AS_125.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_125.wav,2.6265,0.32298744984628525,0.1340231467847905,0.12772365645298508,0.12370543104295081,0.12964841235363356,0.05019061638250619,0.22758925908422742,0.23935275634215708,0.2471719467197947,0.23569542147131453
AS,New_AS_126.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_126.wav,2.6355,0.3185199577858661,0.12640807648010993,0.12127262443807395,0.117343784578231,0.12789824945006137,0.04977560760817692,0.2314630171001482,0.2411703966636178,0.24887093845484853,0.22872004017320857
AS,New_AS_127.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_127.wav,2.5855,0.30263497147988894,0.1255819800828781,0.12121719913285334,0.11583830252129919,0.12658267337414464,0.055750006172752074,0.22982116252645787,0.2379878685369523,0.24845229933653692,0.2279886634273009
AS,New_AS_128.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_128.wav,3.55025,0.3066785712366767,0.12223365484895914,0.12094238109360136,0.11406564832879035,0.12404364447346082,0.05327141996210435,0.2329815597241123,0.2354007774887512,0.2487139298211232,0.22963231300390882
AS,New_AS_129.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_129.wav,2.3725,0.4601755789689952,0.171631969737418,0.16055282630835474,0.32965126605650985,0.2443831532636588,0.03277730389234295,0.32966770586841626,0.36022121997843365,0.09312389628694608,0.18420987397386107
AS,New_AS_130.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_130.wav,2.391375,0.46547024532552916,0.16514372203651967,0.1581877922004247,0.33320139642343916,0.2457120174813996,0.030846383267323963,0.34091449352828884,0.3604232849989516,0.08886961527173873,0.1789462229336969
AS,New_AS_131.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_131.wav,2.795,0.41073258944337115,0.16889457111871664,0.15834492351763602,0.14221458099690804,0.1889717349139931,0.0334253809541318,0.2313703484624857,0.25174504460471603,0.2864200924350918,0.19703913354357452
AS,New_AS_132.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_132.wav,2.776,0.2875981460824539,0.21290807662640546,0.19425962395022803,0.17583217438075827,0.16942711569163701,0.10053674252009985,0.18273624216918294,0.21213681811057988,0.24583265285958855,0.2587575443405488
AS,New_AS_133.wav,C:\Users\armga\OneDrive\Escritorio\TFG\Programacion objetivo\Bases de Datos\AS_New_3주기\New_AS_133.wav,2.92475,0.6550998755031269,0.24226143871427389,0.25398263313372793,0.5266923344500557,0.4864800489310841,0.01678253838068058,0.45625253364944013,0.41541453563529845,0.04688038192965869,0.06467001040492215
