base,clase,archivo,ruta_relativa,frecuencia_hz,muestras,snr_objetivo_db,snr_real_db,error_snr_db,factor_antirecorte,escalado_antirecorte,muestras_saturadas,semilla_ruido,potencia_senal,potencia_ruido_objetivo
SNR_0db,MR,New_MR_069.wav,MR_New_3주기/New_MR_069.wav,8000,17421,0.0,-5.619082003578378e-06,-5.619082003578378e-06,1.0,False,0,1.2798193065999905e+19,0.005435793776000746,0.005435793776000746
SNR_-5db,MR,New_MR_069.wav,MR_New_3주기/New_MR_069.wav,8000,17421,-5.0,-4.999996834321073,3.165678926997373e-06,1.0,False,0,7.891969580881388e+18,0.005435793776000746,0.01718948922312948
SNR_-8db,MR,New_MR_069.wav,MR_New_3주기/New_MR_069.wav,8000,17421,-8.0,-8.000000391011273,-3.910112731375648e-07,1.0,False,0,5.292278499373397e+18,0.005435793776000746,0.03429754006047393
original,MR,New_MR_070.wav,MR_New_3주기/New_MR_070.wav,8000,17749,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_070.wav,MR_New_3주기/New_MR_070.wav,8000,17749,8.0,7.999991493009971,-8.50699002885591e-06,1.0,False,0,1.617654311265795e+19,0.0053370336813238165,0.0008458628349465792
SNR_5db,MR,New_MR_070.wav,MR_New_3주기/New_MR_070.wav,8000,17749,5.0,4.999992625162743,-7.374837257323463e-06,1.0,False,0,6.029299214037125e+18,0.0053370336813238165,0.0016877182382016508
SNR_0db,MR,New_MR_070.wav,MR_New_3주기/New_MR_070.wav,8000,17749,0.0,-1.2493948459549044e-06,-1.2493948459549044e-06,1.0,False,0,1.1455009274331791e+19,0.0053370336813238165,0.0053370336813238165
SNR_-5db,MR,New_MR_070.wav,MR_New_3주기/New_MR_070.wav,8000,17749,-5.0,-4.999998486666305,1.5133336948025544e-06,1.0,False,0,6.462540034226839e+18,0.0053370336813238165,0.01687718238201651
SNR_-8db,MR,New_MR_070.wav,MR_New_3주기/New_MR_070.wav,8000,17749,-8.0,-7.9999978086546015,2.191345398472322e-06,1.0,False,0,7.812746282628995e+18,0.0053370336813238165,0.033674405989694255
original,MR,New_MR_071.wav,MR_New_3주기/New_MR_071.wav,8000,17813,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_071.wav,MR_New_3주기/New_MR_071.wav,8000,17813,8.0,8.000010580965718,1.05809657178213e-05,1.0,False,0,1.483058023152155e+18,0.005259218673249843,0.0008335299872898044
SNR_5db,MR,New_MR_071.wav,MR_New_3주기/New_MR_071.wav,8000,17813,5.0,5.000011561473309,1.1561473309384951e-05,1.0,False,0,7.818336023473766e+18,0.005259218673249843,0.0016631109720358361
SNR_0db,MR,New_MR_071.wav,MR_New_3주기/New_MR_071.wav,8000,17813,0.0,-1.2277223032418475e-05,-1.2277223032418475e-05,1.0,False,0,8.005885087320072e+18,0.005259218673249843,0.005259218673249843
SNR_-5db,MR,New_MR_071.wav,MR_New_3주기/New_MR_071.wav,8000,17813,-5.0,-4.999999452531641,5.474683586470519e-07,1.0,False,0,1.5746758508746928e+19,0.005259218673249843,0.01663110972035836
SNR_-8db,MR,New_MR_071.wav,MR_New_3주기/New_MR_071.wav,8000,17813,-8.0,-8.000000981904412,-9.819044120007447e-07,1.0,False,0,1.7583061537132941e+19,0.005259218673249843,0.03318342648114366
original,MR,New_MR_072.wav,MR_New_3주기/New_MR_072.wav,8000,17700,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_072.wav,MR_New_3주기/New_MR_072.wav,8000,17700,8.0,7.999995594719208,-4.4052807917083214e-06,1.0,False,0,1.4832112662482858e+19,0.00526966496149741,0.0008351856124028099
SNR_5db,MR,New_MR_072.wav,MR_New_3주기/New_MR_072.wav,8000,17700,5.0,4.9999913463676835,-8.653632316502069e-06,1.0,False,0,8.358566283792147e+18,0.00526966496149741,0.0016664143784315322
SNR_0db,MR,New_MR_072.wav,MR_New_3주기/New_MR_072.wav,8000,17700,0.0,6.4303483445141085e-06,6.4303483445141085e-06,1.0,False,0,1.2144421862610758e+19,0.00526966496149741,0.00526966496149741
SNR_-5db,MR,New_MR_072.wav,MR_New_3주기/New_MR_072.wav,8000,17700,-5.0,-4.999995099431948,4.900568051802168e-06,1.0,False,0,1.5702205846224648e+19,0.00526966496149741,0.01666414378431532
SNR_-8db,MR,New_MR_072.wav,MR_New_3주기/New_MR_072.wav,8000,17700,-8.0,-7.999999906206618,9.379338195003584e-08,0.9624583640681202,True,0,1.5707886197864845e+19,0.00526966496149741,0.03324933810406726
original,MR,New_MR_073.wav,MR_New_3주기/New_MR_073.wav,8000,17762,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_073.wav,MR_New_3주기/New_MR_073.wav,8000,17762,8.0,8.000004269852207,4.269852206917335e-06,1.0,False,0,1.8273673181222849e+19,0.0054103314964959156,0.0008574797557754324
SNR_5db,MR,New_MR_073.wav,MR_New_3주기/New_MR_073.wav,8000,17762,5.0,5.0000003639259205,3.6392592051015527e-07,1.0,False,0,1.195139884514175e+19,0.0054103314964959156,0.001710897042547439
SNR_0db,MR,New_MR_073.wav,MR_New_3주기/New_MR_073.wav,8000,17762,0.0,1.00001916908683e-05,1.00001916908683e-05,1.0,False,0,6.258355466648121e+18,0.0054103314964959156,0.0054103314964959156
SNR_-5db,MR,New_MR_073.wav,MR_New_3주기/New_MR_073.wav,8000,17762,-5.0,-4.999999083348225,9.16651774929278e-07,1.0,False,0,5.250655302852822e+18,0.0054103314964959156,0.01710897042547439
SNR_-8db,MR,New_MR_073.wav,MR_New_3주기/New_MR_073.wav,8000,17762,-8.0,-7.999995041688833,4.9583111669804225e-06,1.0,False,0,1.319313668877158e+19,0.0054103314964959156,0.03413688393786613
original,MR,New_MR_074.wav,MR_New_3주기/New_MR_074.wav,8000,17344,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_074.wav,MR_New_3주기/New_MR_074.wav,8000,17344,8.0,7.999987111124373,-1.288887562722607e-05,1.0,False,0,8.452880661544167e+18,0.005534448598997368,0.0008771509908576875
SNR_5db,MR,New_MR_074.wav,MR_New_3주기/New_MR_074.wav,8000,17344,5.0,4.999985451713808,-1.454828619174009e-05,1.0,False,0,1.8122304669612466e+19,0.005534448598997368,0.0017501463165959562
SNR_0db,MR,New_MR_074.wav,MR_New_3주기/New_MR_074.wav,8000,17344,0.0,8.84450030204722e-07,8.84450030204722e-07,1.0,False,0,1.2833977675632898e+17,0.005534448598997368,0.005534448598997368
SNR_-5db,MR,New_MR_074.wav,MR_New_3주기/New_MR_074.wav,8000,17344,-5.0,-5.000002803587868,-2.8035878676391235e-06,1.0,False,0,1.0001556147192177e+19,0.005534448598997368,0.01750146316595956
SNR_-8db,MR,New_MR_074.wav,MR_New_3주기/New_MR_074.wav,8000,17344,-8.0,-8.000000293570706,-2.935707055229386e-07,1.0,False,0,1.6072040387776946e+19,0.005534448598997368,0.03492000991185505
original,MR,New_MR_075.wav,MR_New_3주기/New_MR_075.wav,8000,18030,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_075.wav,MR_New_3주기/New_MR_075.wav,8000,18030,8.0,8.000026831054207,2.6831054206866156e-05,1.0,False,0,2.9116441114592046e+18,0.00533241602378839,0.0008451309855472777
SNR_5db,MR,New_MR_075.wav,MR_New_3주기/New_MR_075.wav,8000,18030,5.0,4.999992492360691,-7.507639309345393e-06,1.0,False,0,4.4343384115261317e+18,0.00533241602378839,0.0016862580066749923
SNR_0db,MR,New_MR_075.wav,MR_New_3주기/New_MR_075.wav,8000,18030,0.0,-2.03774947900368e-06,-2.03774947900368e-06,1.0,False,0,5.204078531399753e+18,0.00533241602378839,0.00533241602378839
SNR_-5db,MR,New_MR_075.wav,MR_New_3주기/New_MR_075.wav,8000,18030,-5.0,-4.999997088931735,2.911068264666028e-06,1.0,False,0,1.0560940354507805e+19,0.00533241602378839,0.016862580066749924
SNR_-8db,MR,New_MR_075.wav,MR_New_3주기/New_MR_075.wav,8000,18030,-8.0,-8.00000005798846,-5.7988460255842256e-08,1.0,False,0,3.1221679369816115e+18,0.00533241602378839,0.033645270540331534
original,MR,New_MR_076.wav,MR_New_3주기/New_MR_076.wav,8000,17570,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_076.wav,MR_New_3주기/New_MR_076.wav,8000,17570,8.0,8.000018122333806,1.8122333806047664e-05,1.0,False,0,3.275746434108094e+17,0.005503927312015333,0.0008723136928613896
SNR_5db,MR,New_MR_076.wav,MR_New_3주기/New_MR_076.wav,8000,17570,5.0,5.000015615192879,1.561519287918145e-05,1.0,False,0,1.0602116787497337e+19,0.005503927312015333,0.0017404946381976685
SNR_0db,MR,New_MR_076.wav,MR_New_3주기/New_MR_076.wav,8000,17570,0.0,7.765852418771436e-06,7.765852418771436e-06,1.0,False,0,7.564683067730836e+18,0.005503927312015333,0.005503927312015333
SNR_-5db,MR,New_MR_076.wav,MR_New_3주기/New_MR_076.wav,8000,17570,-5.0,-4.999993816990221,6.183009778837345e-06,1.0,False,0,4.843456245387018e+18,0.005503927312015333,0.017404946381976684
SNR_-8db,MR,New_MR_076.wav,MR_New_3주기/New_MR_076.wav,8000,17570,-8.0,-8.000002600226523,-2.600226522986304e-06,1.0,False,0,4.5946884859084744e+18,0.005503927312015333,0.03472743361001203
original,MR,New_MR_077.wav,MR_New_3주기/New_MR_077.wav,8000,17762,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_077.wav,MR_New_3주기/New_MR_077.wav,8000,17762,8.0,7.9999986312561555,-1.3687438444875966e-06,1.0,False,0,8.582856909679095e+18,0.00532031574905969,0.0008432132212428351
SNR_5db,MR,New_MR_077.wav,MR_New_3주기/New_MR_077.wav,8000,17762,5.0,5.000019298708242,1.9298708242132534e-05,1.0,False,0,2.4297738359448177e+18,0.00532031574905969,0.0016824315638293455
SNR_0db,MR,New_MR_077.wav,MR_New_3주기/New_MR_077.wav,8000,17762,0.0,6.09950677787798e-06,6.09950677787798e-06,1.0,False,0,2.2425923225675812e+18,0.00532031574905969,0.00532031574905969
SNR_-5db,MR,New_MR_077.wav,MR_New_3주기/New_MR_077.wav,8000,17762,-5.0,-5.000000206619614,-2.066196138628129e-07,1.0,False,0,6.839479263304625e+18,0.00532031574905969,0.016824315638293456
SNR_-8db,MR,New_MR_077.wav,MR_New_3주기/New_MR_077.wav,8000,17762,-8.0,-8.00000220733221,-2.2073322103466353e-06,0.9715962854203022,True,0,1.2350719422451837e+19,0.00532031574905969,0.033568922968228526
original,MR,New_MR_078.wav,MR_New_3주기/New_MR_078.wav,8000,17834,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_078.wav,MR_New_3주기/New_MR_078.wav,8000,17834,8.0,8.000028671670385,2.8671670385449488e-05,1.0,False,0,5.736708914848053e+18,0.005454426575401956,0.0008644683548133543
SNR_5db,MR,New_MR_078.wav,MR_New_3주기/New_MR_078.wav,8000,17834,5.0,5.000011391181079,1.1391181079289936e-05,1.0,False,0,7.11789679637773e+18,0.005454426575401956,0.0017248411308422324
SNR_0db,MR,New_MR_078.wav,MR_New_3주기/New_MR_078.wav,8000,17834,0.0,1.316803569366059e-06,1.316803569366059e-06,1.0,False,0,1.2330119127684567e+19,0.005454426575401956,0.005454426575401956
SNR_-5db,MR,New_MR_078.wav,MR_New_3주기/New_MR_078.wav,8000,17834,-5.0,-4.999998516412296,1.4835877042429502e-06,1.0,False,0,1.3520783889368685e+19,0.005454426575401956,0.017248411308422324
SNR_-8db,MR,New_MR_078.wav,MR_New_3주기/New_MR_078.wav,8000,17834,-8.0,-7.9999956759226345,4.3240773655028875e-06,1.0,False,0,2.638952346936687e+18,0.005454426575401956,0.03441510507677813
original,MR,New_MR_079.wav,MR_New_3주기/New_MR_079.wav,8000,17460,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_079.wav,MR_New_3주기/New_MR_079.wav,8000,17460,8.0,7.999984989394596,-1.5010605403986688e-05,1.0,False,0,1.7726613203893053e+19,0.0054006034553686815,0.0008559379651595789
SNR_5db,MR,New_MR_079.wav,MR_New_3주기/New_MR_079.wav,8000,17460,5.0,4.999972860687116,-2.7139312884116862e-05,1.0,False,0,1.2466993733667252e+19,0.0054006034553686815,0.0017078207658340538
SNR_0db,MR,New_MR_079.wav,MR_New_3주기/New_MR_079.wav,8000,17460,0.0,-1.222421068967645e-05,-1.222421068967645e-05,1.0,False,0,8.140808827762168e+18,0.0054006034553686815,0.0054006034553686815
SNR_-5db,MR,New_MR_079.wav,MR_New_3주기/New_MR_079.wav,8000,17460,-5.0,-4.999998541627057,1.4583729432970927e-06,1.0,False,0,1.0135964914919457e+19,0.0054006034553686815,0.017078207658340536
SNR_-8db,MR,New_MR_079.wav,MR_New_3주기/New_MR_079.wav,8000,17460,-8.0,-7.99999952600544,4.739945600462647e-07,1.0,False,0,1.5251360216111024e+19,0.0054006034553686815,0.03407550414789979
original,MR,New_MR_080.wav,MR_New_3주기/New_MR_080.wav,8000,17234,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_080.wav,MR_New_3주기/New_MR_080.wav,8000,17234,8.0,7.999999151137329,-8.488626708214042e-07,1.0,False,0,1.275738688018224e+19,0.025438453401975508,0.0040317231623530235
SNR_5db,MR,New_MR_080.wav,MR_New_3주기/New_MR_080.wav,8000,17234,5.0,4.999993181051515,-6.818948484976772e-06,1.0,False,0,9.38746812096881e+18,0.025438453401975508,0.008044345290230145
SNR_0db,MR,New_MR_080.wav,MR_New_3주기/New_MR_080.wav,8000,17234,0.0,-1.287452721835171e-06,-1.287452721835171e-06,0.9228189418009359,True,0,9.217064334293082e+18,0.025438453401975508,0.025438453401975508
SNR_-5db,MR,New_MR_080.wav,MR_New_3주기/New_MR_080.wav,8000,17234,-5.0,-4.999999601655456,3.9834454401699304e-07,0.7223730004559555,True,0,1.6997348933019783e+19,0.025438453401975508,0.08044345290230145
SNR_-8db,MR,New_MR_080.wav,MR_New_3주기/New_MR_080.wav,8000,17234,-8.0,-7.999998144960038,1.8550399616401592e-06,0.46824551901514777,True,0,4.790792556006736e+18,0.025438453401975508,0.16050579006193605
original,MR,New_MR_081.wav,MR_New_3주기/New_MR_081.wav,8000,17282,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_081.wav,MR_New_3주기/New_MR_081.wav,8000,17282,8.0,8.000012887384278,1.2887384277959768e-05,1.0,False,0,7.81030763523222e+18,0.0285669464691581,0.004527555898836971
SNR_5db,MR,New_MR_081.wav,MR_New_3주기/New_MR_081.wav,8000,17282,5.0,4.999995978407342,-4.021592657998951e-06,1.0,False,0,1.23421574638376e+19,0.0285669464691581,0.009033661663864462
SNR_0db,MR,New_MR_081.wav,MR_New_3주기/New_MR_081.wav,8000,17282,0.0,-3.6937400597478403e-06,-3.6937400597478403e-06,0.9447720004791331,True,0,4.585335733200902e+18,0.0285669464691581,0.0285669464691581
SNR_-5db,MR,New_MR_081.wav,MR_New_3주기/New_MR_081.wav,8000,17282,-5.0,-5.000004869729802,-4.869729801626477e-06,0.699472114369771,True,0,1.8266621222931327e+19,0.0285669464691581,0.09033661663864462
SNR_-8db,MR,New_MR_081.wav,MR_New_3주기/New_MR_081.wav,8000,17282,-8.0,-7.999994204920657,5.795079342618692e-06,0.47751900397348956,True,0,8.001229251193459e+17,0.0285669464691581,0.18024524684087828
original,MR,New_MR_082.wav,MR_New_3주기/New_MR_082.wav,8000,18509,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_082.wav,MR_New_3주기/New_MR_082.wav,8000,18509,8.0,7.999997191411145,-2.8085888548190496e-06,1.0,False,0,1.791673471192743e+19,0.004578500550452214,0.0007256434354091174
SNR_5db,MR,New_MR_082.wav,MR_New_3주기/New_MR_082.wav,8000,18509,5.0,5.000018363832562,1.8363832562151572e-05,1.0,False,0,1.755836055123365e+19,0.004578500550452214,0.0014478490007763664
SNR_0db,MR,New_MR_082.wav,MR_New_3주기/New_MR_082.wav,8000,18509,0.0,6.943888698563149e-06,6.943888698563149e-06,1.0,False,0,8.31043218441442e+18,0.004578500550452214,0.004578500550452214
SNR_-5db,MR,New_MR_082.wav,MR_New_3주기/New_MR_082.wav,8000,18509,-5.0,-4.999995844116481,4.1558835190969035e-06,1.0,False,0,4.5512835667728205e+18,0.004578500550452214,0.014478490007763665
SNR_-8db,MR,New_MR_082.wav,MR_New_3주기/New_MR_082.wav,8000,18509,-8.0,-7.999997429392021,2.5706079789244995e-06,1.0,False,0,2.4778817218472366e+18,0.004578500550452214,0.028888385490144323
original,MR,New_MR_083.wav,MR_New_3주기/New_MR_083.wav,8000,17990,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_083.wav,MR_New_3주기/New_MR_083.wav,8000,17990,8.0,8.000025886015715,2.5886015714959854e-05,1.0,False,0,1.816738073250571e+19,0.004558883838898079,0.0007225343961490552
SNR_5db,MR,New_MR_083.wav,MR_New_3주기/New_MR_083.wav,8000,17990,5.0,4.999976516881474,-2.348311852617968e-05,1.0,False,0,8.192303585308716e+18,0.004558883838898079,0.0014416456519050055
SNR_0db,MR,New_MR_083.wav,MR_New_3주기/New_MR_083.wav,8000,17990,0.0,2.3164401994772045e-05,2.3164401994772045e-05,1.0,False,0,9.500028408271886e+17,0.004558883838898079,0.004558883838898079
SNR_-5db,MR,New_MR_083.wav,MR_New_3주기/New_MR_083.wav,8000,17990,-5.0,-5.000000415932547,-4.1593254707095184e-07,1.0,False,0,1.2806340207569426e+19,0.004558883838898079,0.014416456519050056
SNR_-8db,MR,New_MR_083.wav,MR_New_3주기/New_MR_083.wav,8000,17990,-8.0,-7.99999873738705,1.2626129501924765e-06,1.0,False,0,1.6968314339234363e+19,0.004558883838898079,0.028764612407848014
original,MR,New_MR_084.wav,MR_New_3주기/New_MR_084.wav,8000,18528,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_084.wav,MR_New_3주기/New_MR_084.wav,8000,18528,8.0,8.000021691496881,2.169149688135974e-05,1.0,False,0,1.1539515733733687e+19,0.0047460434761196725,0.0007521971996426548
SNR_5db,MR,New_MR_084.wav,MR_New_3주기/New_MR_084.wav,8000,18528,5.0,4.999998298308482,-1.7016915183631909e-06,1.0,False,0,6.278894775179475e+18,0.0047460434761196725,0.0015008307258721119
SNR_0db,MR,New_MR_084.wav,MR_New_3주기/New_MR_084.wav,8000,18528,0.0,-1.3834050205551844e-05,-1.3834050205551844e-05,1.0,False,0,3.874005298261455e+18,0.0047460434761196725,0.0047460434761196725
SNR_-5db,MR,New_MR_084.wav,MR_New_3주기/New_MR_084.wav,8000,18528,-5.0,-4.999998732258388,1.2677416121320562e-06,1.0,False,0,8.694079750591426e+18,0.0047460434761196725,0.01500830725872112
SNR_-8db,MR,New_MR_084.wav,MR_New_3주기/New_MR_084.wav,8000,18528,-8.0,-7.999998172023183,1.8279768170259558e-06,1.0,False,0,4.730046161368797e+18,0.0047460434761196725,0.02994550988480014
original,MR,New_MR_085.wav,MR_New_3주기/New_MR_085.wav,8000,18622,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_085.wav,MR_New_3주기/New_MR_085.wav,8000,18622,8.0,7.99999716409912,-2.8359008803491292e-06,1.0,False,0,3.150642731966269e+18,0.004005366757183214,0.0006348078506769722
SNR_5db,MR,New_MR_085.wav,MR_New_3주기/New_MR_085.wav,8000,18622,5.0,5.000002567445641,2.5674456409774393e-06,1.0,False,0,1.4438417607323937e+18,0.004005366757183214,0.0012666081817021544
SNR_0db,MR,New_MR_085.wav,MR_New_3주기/New_MR_085.wav,8000,18622,0.0,7.353788180224698e-06,7.353788180224698e-06,1.0,False,0,1.0858883951123149e+19,0.004005366757183214,0.004005366757183214
SNR_-5db,MR,New_MR_085.wav,MR_New_3주기/New_MR_085.wav,8000,18622,-5.0,-5.000004130135279,-4.130135279112324e-06,1.0,False,0,1.131478264229999e+19,0.004005366757183214,0.012666081817021543
SNR_-8db,MR,New_MR_085.wav,MR_New_3주기/New_MR_085.wav,8000,18622,-8.0,-7.999997752010435,2.2479895651628112e-06,1.0,False,0,1.0415816739752847e+19,0.004005366757183214,0.02527215572781564
original,MR,New_MR_086.wav,MR_New_3주기/New_MR_086.wav,8000,18487,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_086.wav,MR_New_3주기/New_MR_086.wav,8000,18487,8.0,7.999986289920148,-1.3710079851847468e-05,1.0,False,0,5.092438014578705e+18,0.003455678479024684,0.0005476881296740595
SNR_5db,MR,New_MR_086.wav,MR_New_3주기/New_MR_086.wav,8000,18487,5.0,4.9999756549441505,-2.4345055849472885e-05,1.0,False,0,4.838540026465944e+18,0.003455678479024684,0.0010927814854944401
SNR_0db,MR,New_MR_086.wav,MR_New_3주기/New_MR_086.wav,8000,18487,0.0,-1.2658416535567414e-05,-1.2658416535567414e-05,1.0,False,0,1.6893880861201355e+19,0.003455678479024684,0.003455678479024684
SNR_-5db,MR,New_MR_086.wav,MR_New_3주기/New_MR_086.wav,8000,18487,-5.0,-5.000000138975187,-1.3897518691408095e-07,1.0,False,0,4.913198443514691e+18,0.003455678479024684,0.010927814854944401
SNR_-8db,MR,New_MR_086.wav,MR_New_3주기/New_MR_086.wav,8000,18487,-8.0,-7.999999803302583,1.9669741657679651e-07,1.0,False,0,1.4926202817449409e+19,0.003455678479024684,0.02180385716502768
original,MR,New_MR_087.wav,MR_New_3주기/New_MR_087.wav,8000,18611,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_087.wav,MR_New_3주기/New_MR_087.wav,8000,18611,8.0,8.000021366554437,2.1366554436852425e-05,1.0,False,0,1.3176126563574297e+19,0.003556736491079692,0.0005637047452090231
SNR_5db,MR,New_MR_087.wav,MR_New_3주기/New_MR_087.wav,8000,18611,5.0,4.999988032620885,-1.1967379115240817e-05,1.0,False,0,1.4109571545806805e+19,0.003556736491079692,0.001124738834884698
SNR_0db,MR,New_MR_087.wav,MR_New_3주기/New_MR_087.wav,8000,18611,0.0,-5.326779195523019e-06,-5.326779195523019e-06,1.0,False,0,4.553078556156637e+18,0.003556736491079692,0.003556736491079692
SNR_-5db,MR,New_MR_087.wav,MR_New_3주기/New_MR_087.wav,8000,18611,-5.0,-4.999999068320974,9.316790263724783e-07,1.0,False,0,1.0030382316522953e+19,0.003556736491079692,0.01124738834884698
SNR_-8db,MR,New_MR_087.wav,MR_New_3주기/New_MR_087.wav,8000,18611,-8.0,-7.999996623623518,3.3763764824001896e-06,1.0,False,0,2.365033588341118e+18,0.003556736491079692,0.02244149011427443
original,MR,New_MR_088.wav,MR_New_3주기/New_MR_088.wav,8000,24277,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_088.wav,MR_New_3주기/New_MR_088.wav,8000,24277,8.0,8.000027903023808,2.79030238079514e-05,1.0,False,0,7.22353188513929e+18,0.0046063029343974245,0.0007300498163140128
SNR_5db,MR,New_MR_088.wav,MR_New_3주기/New_MR_088.wav,8000,24277,5.0,5.000010024133378,1.0024133377584121e-05,1.0,False,0,4.121356468118877e+18,0.0046063029343974245,0.0014566408865413025
SNR_0db,MR,New_MR_088.wav,MR_New_3주기/New_MR_088.wav,8000,24277,0.0,6.121866745282441e-06,6.121866745282441e-06,1.0,False,0,9.829074355980749e+18,0.0046063029343974245,0.0046063029343974245
SNR_-5db,MR,New_MR_088.wav,MR_New_3주기/New_MR_088.wav,8000,24277,-5.0,-4.999996429881401,3.5701185989722717e-06,1.0,False,0,9.203375893044206e+18,0.0046063029343974245,0.014566408865413027
SNR_-8db,MR,New_MR_088.wav,MR_New_3주기/New_MR_088.wav,8000,24277,-8.0,-7.999996029987332,3.970012667942058e-06,1.0,False,0,1.5107268337157603e+19,0.0046063029343974245,0.029063806673587208
original,MR,New_MR_089.wav,MR_New_3주기/New_MR_089.wav,8000,23514,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_089.wav,MR_New_3주기/New_MR_089.wav,8000,23514,8.0,7.999988833208724,-1.1166791275663002e-05,1.0,False,0,7.859089448001005e+18,0.0045999054822104665,0.0007290358884719923
SNR_5db,MR,New_MR_089.wav,MR_New_3주기/New_MR_089.wav,8000,23514,5.0,4.9999899988978775,-1.000110212245886e-05,1.0,False,0,9.963609025520253e+18,0.0045999054822104665,0.0014546178345280214
SNR_0db,MR,New_MR_089.wav,MR_New_3주기/New_MR_089.wav,8000,23514,0.0,4.6910069023027324e-06,4.6910069023027324e-06,1.0,False,0,1.6503952832285158e+18,0.0045999054822104665,0.0045999054822104665
SNR_-5db,MR,New_MR_089.wav,MR_New_3주기/New_MR_089.wav,8000,23514,-5.0,-4.999999471245114,5.287548860977154e-07,1.0,False,0,6.518928723548737e+18,0.0045999054822104665,0.014546178345280214
SNR_-8db,MR,New_MR_089.wav,MR_New_3주기/New_MR_089.wav,8000,23514,-8.0,-8.000003893682747,-3.8936827468916135e-06,1.0,False,0,5.913253741093665e+18,0.0045999054822104665,0.029023441479153988
original,MR,New_MR_090.wav,MR_New_3주기/New_MR_090.wav,8000,23938,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_090.wav,MR_New_3주기/New_MR_090.wav,8000,23938,8.0,8.000016423813852,1.6423813852028957e-05,1.0,False,0,4.335978090485982e+18,0.004742484599389543,0.0007516331556924157
SNR_5db,MR,New_MR_090.wav,MR_New_3주기/New_MR_090.wav,8000,23938,5.0,4.999996406877404,-3.593122595901832e-06,1.0,False,0,1.3679763915302523e+19,0.004742484599389543,0.0014997053102342138
SNR_0db,MR,New_MR_090.wav,MR_New_3주기/New_MR_090.wav,8000,23938,0.0,6.025471777888233e-06,6.025471777888233e-06,1.0,False,0,3.551054184504363e+18,0.004742484599389543,0.004742484599389543
SNR_-5db,MR,New_MR_090.wav,MR_New_3주기/New_MR_090.wav,8000,23938,-5.0,-4.999997514023904,2.4859760960893595e-06,1.0,False,0,1.3180688836140487e+19,0.004742484599389543,0.014997053102342138
SNR_-8db,MR,New_MR_090.wav,MR_New_3주기/New_MR_090.wav,8000,23938,-8.0,-8.000000046188367,-4.618836690895023e-08,1.0,False,0,9.77930626917548e+18,0.004742484599389543,0.029923054890690394
original,MR,New_MR_091.wav,MR_New_3주기/New_MR_091.wav,8000,23514,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_091.wav,MR_New_3주기/New_MR_091.wav,8000,23514,8.0,7.99998623270427,-1.3767295730104934e-05,1.0,False,0,5.360726925995224e+18,0.0048460829641013775,0.0007680523899906047
SNR_5db,MR,New_MR_091.wav,MR_New_3주기/New_MR_091.wav,8000,23514,5.0,5.000001994065214,1.99406521428358e-06,1.0,False,0,1.7773857013068874e+19,0.0048460829641013775,0.0015324659896700347
SNR_0db,MR,New_MR_091.wav,MR_New_3주기/New_MR_091.wav,8000,23514,0.0,-3.393958818719059e-06,-3.393958818719059e-06,1.0,False,0,8.952022044104052e+18,0.0048460829641013775,0.0048460829641013775
SNR_-5db,MR,New_MR_091.wav,MR_New_3주기/New_MR_091.wav,8000,23514,-5.0,-5.000002937946767,-2.9379467667567383e-06,1.0,False,0,9.518553990587212e+18,0.0048460829641013775,0.015324659896700349
SNR_-8db,MR,New_MR_091.wav,MR_New_3주기/New_MR_091.wav,8000,23514,-8.0,-7.999998255015484,1.7449845159944744e-06,1.0,False,0,2.5116653112791654e+18,0.0048460829641013775,0.030576716381601088
original,MR,New_MR_092.wav,MR_New_3주기/New_MR_092.wav,8000,23915,,,,1.0,False,0,,,
SNR_8db,MR,New_MR_092.wav,MR_New_3주기/New_MR_092.wav,8000,23915,8.0,7.999999577904307,-4.220956926204167e-07,1.0,False,0,1.7291670299007867e+19,0.00466174892461994,0.0007388374135593058
SNR_5db,MR,New_MR_092.wav,MR_New_3주기/New_MR_092.wav,8000,23915,5.0,5.000003393978586,3.3939785861747396e-06,1.0,False,0,6.254684047582844e+17,0.00466174892461994,0.0014741744481639601
